turma,aluno_numero,mes,aulas_previstas,presencas,faltas,frequencia_pct,tem_dados_no_mes,risco_abaixo_75pct,origem,serie
6°D,20,AGOSTO,20,10,10,50.0,True,True,fictício,6º ano
6°D,21,MAIO,20,18,2,90.0,True,False,fictício,6º ano
6°D,21,JUNHO,20,20,0,100.0,True,False,fictício,6º ano
6°D,21,JULHO,20,20,0,100.0,True,False,fictício,6º ano
6°D,21,AGOSTO,20,18,2,90.0,True,False,fictício,6º ano
6°D,22,MAIO,20,13,7,65.0,True,True,fictício,6º ano
6°D,22,JUNHO,20,13,7,65.0,True,True,fictício,6º ano
6°D,22,JULHO,20,9,11,45.0,True,True,fictício,6º ano
6°D,22,AGOSTO,20,11,9,55.0,True,True,fictício,6º ano
6°D,23,MAIO,20,20,0,100.0,True,False,fictício,6º ano
6°D,23,JUNHO,20,17,3,85.0,True,False,fictício,6º ano
6°D,23,JULHO,20,20,0,100.0,True,False,fictício,6º ano
6°D,23,AGOSTO,20,18,2,90.0,True,False,fictício,6º ano
6°D,24,MAIO,20,17,3,85.0,True,False,fictício,6º ano
6°D,24,JUNHO,20,17,3,85.0,True,False,fictício,6º ano
6°D,24,JULHO,20,17,3,85.0,True,False,fictício,6º ano
6°D,24,AGOSTO,20,18,2,90.0,True,False,fictício,6º ano
7°A,2,MAIO,20,19,1,95.0,True,False,real,7º ano
7°A,2,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°A,2,JULHO,7,4,3,57.1,True,True,real,7º ano
7°A,2,AGOSTO,22,18,4,81.8,True,False,real,7º ano
7°A,3,MAIO,20,19,1,95.0,True,False,real,7º ano
7°A,3,JUNHO,20,15,5,75.0,True,False,real,7º ano
7°A,3,JULHO,7,7,0,100.0,True,False,real,7º ano
7°A,3,AGOSTO,22,21,1,95.5,True,False,real,7º ano
7°A,4,MAIO,20,17,3,85.0,True,False,real,7º ano
7°A,4,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°A,4,JULHO,7,7,0,100.0,True,False,real,7º ano
7°A,4,AGOSTO,22,21,1,95.5,True,False,real,7º ano
7°A,5,MAIO,20,16,4,80.0,True,False,real,7º ano
7°A,5,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°A,5,JULHO,7,6,1,85.7,True,False,real,7º ano
7°A,5,AGOSTO,22,19,3,86.4,True,False,real,7º ano
7°A,6,MAIO,20,17,3,85.0,True,False,real,7º ano
7°A,6,JUNHO,20,15,5,75.0,True,False,real,7º ano
7°A,6,JULHO,7,4,3,57.1,True,True,real,7º ano
7°A,6,AGOSTO,22,11,11,50.0,True,True,real,7º ano
7°A,8,MAIO,20,19,1,95.0,True,False,real,7º ano
7°A,8,JUNHO,20,20,0,100.0,True,False,real,7º ano
7°A,8,JULHO,7,6,1,85.7,True,False,real,7º ano
7°A,8,AGOSTO,22,21,1,95.5,True,False,real,7º ano
7°A,9,MAIO,20,0,20,0.0,True,True,real,7º ano
7°A,9,JUNHO,11,1,10,9.1,True,True,real,7º ano
7°A,10,MAIO,20,18,2,90.0,True,False,real,7º ano
7°A,10,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°A,10,JULHO,7,7,0,100.0,True,False,real,7º ano
7°A,10,AGOSTO,22,19,3,86.4,True,False,real,7º ano
7°A,12,MAIO,20,17,3,85.0,True,False,real,7º ano
7°A,12,JUNHO,20,14,6,70.0,True,True,real,7º ano
7°A,12,JULHO,7,7,0,100.0,True,False,real,7º ano
7°A,12,AGOSTO,22,22,0,100.0,True,False,real,7º ano
7°A,13,MAIO,20,16,4,80.0,True,False,real,7º ano
7°A,13,JUNHO,20,12,8,60.0,True,True,real,7º ano
7°A,13,JULHO,7,5,2,71.4,True,True,real,7º ano
7°A,13,AGOSTO,22,16,6,72.7,True,True,real,7º ano
7°A,14,MAIO,20,17,3,85.0,True,False,real,7º ano
7°A,14,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°A,14,JULHO,7,6,1,85.7,True,False,real,7º ano
7°A,14,AGOSTO,22,16,6,72.7,True,True,real,7º ano
7°A,15,MAIO,20,18,2,90.0,True,False,real,7º ano
7°A,15,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°A,15,JULHO,7,5,2,71.4,True,True,real,7º ano
7°A,15,AGOSTO,22,16,6,72.7,True,True,real,7º ano
7°A,16,MAIO,20,19,1,95.0,True,False,real,7º ano
7°A,16,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°A,16,JULHO,7,6,1,85.7,True,False,real,7º ano
7°A,16,AGOSTO,22,19,3,86.4,True,False,real,7º ano
7°A,18,MAIO,20,19,1,95.0,True,False,real,7º ano
7°A,18,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°A,18,JULHO,7,7,0,100.0,True,False,real,7º ano
7°A,18,AGOSTO,22,17,5,77.3,True,False,real,7º ano
7°A,19,MAIO,20,16,4,80.0,True,False,real,7º ano
7°A,19,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°A,19,JULHO,7,6,1,85.7,True,False,real,7º ano
7°A,19,AGOSTO,22,15,7,68.2,True,True,real,7º ano
7°A,20,MAIO,20,15,5,75.0,True,False,real,7º ano
7°A,20,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°A,20,JULHO,7,4,3,57.1,True,True,real,7º ano
7°A,20,AGOSTO,22,19,3,86.4,True,False,real,7º ano
7°A,21,MAIO,20,19,1,95.0,True,False,real,7º ano
7°A,21,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°A,21,JULHO,7,7,0,100.0,True,False,real,7º ano
7°A,21,AGOSTO,22,19,3,86.4,True,False,real,7º ano
7°A,22,MAIO,20,15,5,75.0,True,False,real,7º ano
7°A,22,JUNHO,20,7,13,35.0,True,True,real,7º ano
7°A,22,JULHO,7,5,2,71.4,True,True,real,7º ano
7°A,22,AGOSTO,22,7,15,31.8,True,True,real,7º ano
7°A,23,AGOSTO,2,2,0,100.0,True,False,real,7º ano
7°A,24,MAIO,20,19,1,95.0,True,False,real,7º ano
7°A,24,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°A,24,JULHO,7,6,1,85.7,True,False,real,7º ano
7°A,24,AGOSTO,22,17,5,77.3,True,False,real,7º ano
7°A,25,MAIO,20,18,2,90.0,True,False,real,7º ano
7°A,25,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°A,25,JULHO,7,3,4,42.9,True,True,real,7º ano
7°A,25,AGOSTO,22,15,7,68.2,True,True,real,7º ano
7°A,26,MAIO,20,16,4,80.0,True,False,real,7º ano
7°A,26,JUNHO,20,14,6,70.0,True,True,real,7º ano
7°A,26,JULHO,7,6,1,85.7,True,False,real,7º ano
7°A,26,AGOSTO,22,16,6,72.7,True,True,real,7º ano
7°A,27,MAIO,20,17,3,85.0,True,False,real,7º ano
7°A,27,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°A,27,JULHO,7,6,1,85.7,True,False,real,7º ano
7°A,27,AGOSTO,22,18,4,81.8,True,False,real,7º ano
7°A,28,MAIO,18,17,1,94.4,True,False,real,7º ano
7°A,28,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°A,28,JULHO,7,3,4,42.9,True,True,real,7º ano
7°A,28,AGOSTO,22,22,0,100.0,True,False,real,7º ano
7°A,29,AGOSTO,5,2,3,40.0,True,True,real,7º ano
7°A,30,AGOSTO,5,1,4,20.0,True,True,real,7º ano
7°B,2,MAIO,20,16,4,80.0,True,False,real,7º ano
7°B,2,JUNHO,20,14,6,70.0,True,True,real,7º ano
7°B,2,JULHO,7,5,2,71.4,True,True,real,7º ano
7°B,2,AGOSTO,17,9,8,52.9,True,True,real,7º ano
7°B,3,MAIO,20,20,0,100.0,True,False,real,7º ano
7°B,3,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°B,3,JULHO,7,7,0,100.0,True,False,real,7º ano
7°B,3,AGOSTO,17,15,2,88.2,True,False,real,7º ano
7°B,4,MAIO,16,10,6,62.5,True,True,real,7º ano
7°B,5,MAIO,20,16,4,80.0,True,False,real,7º ano
7°B,5,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°B,5,JULHO,7,7,0,100.0,True,False,real,7º ano
7°B,5,AGOSTO,17,16,1,94.1,True,False,real,7º ano
7°B,6,MAIO,20,15,5,75.0,True,False,real,7º ano
7°B,6,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°B,6,JULHO,7,5,2,71.4,True,True,real,7º ano
7°B,6,AGOSTO,17,13,4,76.5,True,False,real,7º ano
7°B,7,MAIO,20,18,2,90.0,True,False,real,7º ano
7°B,7,JUNHO,20,20,0,100.0,True,False,real,7º ano
7°B,7,JULHO,7,6,1,85.7,True,False,real,7º ano
7°B,7,AGOSTO,17,16,1,94.1,True,False,real,7º ano
7°B,8,MAIO,20,13,7,65.0,True,True,real,7º ano
7°B,8,JUNHO,20,15,5,75.0,True,False,real,7º ano
7°B,8,JULHO,7,3,4,42.9,True,True,real,7º ano
7°B,8,AGOSTO,17,13,4,76.5,True,False,real,7º ano
7°B,10,MAIO,20,20,0,100.0,True,False,real,7º ano
7°B,10,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°B,10,JULHO,7,6,1,85.7,True,False,real,7º ano
7°B,10,AGOSTO,17,13,4,76.5,True,False,real,7º ano
7°B,12,MAIO,20,18,2,90.0,True,False,real,7º ano
7°B,12,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°B,12,JULHO,7,6,1,85.7,True,False,real,7º ano
7°B,12,AGOSTO,17,16,1,94.1,True,False,real,7º ano
7°B,13,MAIO,20,17,3,85.0,True,False,real,7º ano
7°B,13,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°B,13,JULHO,7,6,1,85.7,True,False,real,7º ano
7°B,13,AGOSTO,17,12,5,70.6,True,True,real,7º ano
7°B,14,MAIO,20,17,3,85.0,True,False,real,7º ano
7°B,14,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°B,14,JULHO,7,6,1,85.7,True,False,real,7º ano
7°B,14,AGOSTO,1,1,0,100.0,True,False,real,7º ano
7°B,15,MAIO,20,19,1,95.0,True,False,real,7º ano
7°B,15,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°B,15,JULHO,7,7,0,100.0,True,False,real,7º ano
7°B,15,AGOSTO,17,13,4,76.5,True,False,real,7º ano
7°B,16,MAIO,1,0,1,0.0,True,True,real,7º ano
7°B,17,MAIO,20,16,4,80.0,True,False,real,7º ano
7°B,17,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°B,17,JULHO,7,6,1,85.7,True,False,real,7º ano
7°B,17,AGOSTO,17,14,3,82.4,True,False,real,7º ano
7°B,18,MAIO,20,15,5,75.0,True,False,real,7º ano
7°B,18,JUNHO,20,13,7,65.0,True,True,real,7º ano
7°B,18,JULHO,7,5,2,71.4,True,True,real,7º ano
7°B,18,AGOSTO,17,11,6,64.7,True,True,real,7º ano
7°B,19,MAIO,16,12,4,75.0,True,False,real,7º ano
7°B,20,MAIO,20,16,4,80.0,True,False,real,7º ano
7°B,20,JUNHO,20,12,8,60.0,True,True,real,7º ano
7°B,20,JULHO,5,0,5,0.0,True,True,real,7º ano
7°B,22,MAIO,20,12,8,60.0,True,True,real,7º ano
7°B,22,JUNHO,20,12,8,60.0,True,True,real,7º ano
7°B,22,JULHO,7,6,1,85.7,True,False,real,7º ano
7°B,22,AGOSTO,17,10,7,58.8,True,True,real,7º ano
7°B,23,MAIO,20,17,3,85.0,True,False,real,7º ano
7°B,23,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°B,23,JULHO,7,6,1,85.7,True,False,real,7º ano
7°B,23,AGOSTO,17,14,3,82.4,True,False,real,7º ano
7°B,24,MAIO,20,15,5,75.0,True,False,real,7º ano
7°B,24,JUNHO,20,9,11,45.0,True,True,real,7º ano
7°B,24,JULHO,7,3,4,42.9,True,True,real,7º ano
7°B,24,AGOSTO,17,2,15,11.8,True,True,real,7º ano
7°B,25,MAIO,20,16,4,80.0,True,False,real,7º ano
7°B,25,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°B,25,JULHO,7,7,0,100.0,True,False,real,7º ano
7°B,25,AGOSTO,17,15,2,88.2,True,False,real,7º ano
7°B,26,MAIO,20,16,4,80.0,True,False,real,7º ano
7°B,26,JUNHO,20,10,10,50.0,True,True,real,7º ano
7°B,26,JULHO,7,7,0,100.0,True,False,real,7º ano
7°B,26,AGOSTO,17,11,6,64.7,True,True,real,7º ano
7°B,27,JUNHO,19,9,10,47.4,True,True,real,7º ano
7°B,27,JULHO,7,3,4,42.9,True,True,real,7º ano
7°B,27,AGOSTO,17,7,10,41.2,True,True,real,7º ano
7°C,2,MAIO,20,18,2,90.0,True,False,real,7º ano
7°C,2,JUNHO,20,11,9,55.0,True,True,real,7º ano
7°C,2,JULHO,7,4,3,57.1,True,True,real,7º ano
7°C,2,AGOSTO,19,14,5,73.7,True,True,real,7º ano
7°C,3,MAIO,20,13,7,65.0,True,True,real,7º ano
7°C,3,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°C,3,JULHO,7,5,2,71.4,True,True,real,7º ano
7°C,3,AGOSTO,19,17,2,89.5,True,False,real,7º ano
7°C,4,MAIO,20,17,3,85.0,True,False,real,7º ano
7°C,4,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°C,4,JULHO,7,7,0,100.0,True,False,real,7º ano
7°C,4,AGOSTO,19,16,3,84.2,True,False,real,7º ano
7°C,5,MAIO,20,19,1,95.0,True,False,real,7º ano
7°C,5,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°C,5,JULHO,7,5,2,71.4,True,True,real,7º ano
7°C,5,AGOSTO,19,15,4,78.9,True,False,real,7º ano
7°C,6,MAIO,20,18,2,90.0,True,False,real,7º ano
7°C,6,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°C,6,JULHO,7,6,1,85.7,True,False,real,7º ano
7°C,6,AGOSTO,19,18,1,94.7,True,False,real,7º ano
7°C,7,MAIO,20,14,6,70.0,True,True,real,7º ano
7°C,8,MAIO,20,17,3,85.0,True,False,real,7º ano
7°C,8,JUNHO,20,14,6,70.0,True,True,real,7º ano
7°C,8,JULHO,7,7,0,100.0,True,False,real,7º ano
7°C,8,AGOSTO,19,16,3,84.2,True,False,real,7º ano
7°C,9,MAIO,20,7,13,35.0,True,True,real,7º ano
7°C,9,JUNHO,17,0,17,0.0,True,True,real,7º ano
7°C,10,MAIO,20,19,1,95.0,True,False,real,7º ano
7°C,10,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°C,10,JULHO,7,6,1,85.7,True,False,real,7º ano
7°C,10,AGOSTO,19,13,6,68.4,True,True,real,7º ano
7°C,13,MAIO,20,18,2,90.0,True,False,real,7º ano
7°C,13,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°C,13,JULHO,7,7,0,100.0,True,False,real,7º ano
7°C,13,AGOSTO,19,16,3,84.2,True,False,real,7º ano
7°C,14,MAIO,20,18,2,90.0,True,False,real,7º ano
7°C,14,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°C,14,JULHO,7,7,0,100.0,True,False,real,7º ano
7°C,14,AGOSTO,19,16,3,84.2,True,False,real,7º ano
7°C,15,MAIO,20,18,2,90.0,True,False,real,7º ano
7°C,15,JUNHO,20,13,7,65.0,True,True,real,7º ano
7°C,15,JULHO,7,3,4,42.9,True,True,real,7º ano
7°C,15,AGOSTO,19,12,7,63.2,True,True,real,7º ano
7°C,17,MAIO,20,18,2,90.0,True,False,real,7º ano
7°C,17,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°C,17,JULHO,7,5,2,71.4,True,True,real,7º ano
7°C,17,AGOSTO,19,14,5,73.7,True,True,real,7º ano
7°C,18,MAIO,20,20,0,100.0,True,False,real,7º ano
7°C,18,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°C,18,JULHO,7,6,1,85.7,True,False,real,7º ano
7°C,18,AGOSTO,19,17,2,89.5,True,False,real,7º ano
7°C,19,MAIO,20,18,2,90.0,True,False,real,7º ano
7°C,19,JUNHO,20,11,9,55.0,True,True,real,7º ano
7°C,19,JULHO,7,6,1,85.7,True,False,real,7º ano
7°C,19,AGOSTO,19,15,4,78.9,True,False,real,7º ano
7°C,20,MAIO,20,14,6,70.0,True,True,real,7º ano
7°C,20,JUNHO,20,12,8,60.0,True,True,real,7º ano
7°C,20,JULHO,7,6,1,85.7,True,False,real,7º ano
7°C,20,AGOSTO,19,11,8,57.9,True,True,real,7º ano
7°C,21,MAIO,20,19,1,95.0,True,False,real,7º ano
7°C,21,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°C,21,JULHO,7,5,2,71.4,True,True,real,7º ano
7°C,21,AGOSTO,19,16,3,84.2,True,False,real,7º ano
7°C,22,MAIO,20,14,6,70.0,True,True,real,7º ano
7°C,22,JUNHO,20,12,8,60.0,True,True,real,7º ano
7°C,22,JULHO,7,6,1,85.7,True,False,real,7º ano
7°C,22,AGOSTO,19,15,4,78.9,True,False,real,7º ano
7°C,23,MAIO,20,20,0,100.0,True,False,real,7º ano
7°C,23,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°C,23,JULHO,7,6,1,85.7,True,False,real,7º ano
7°C,23,AGOSTO,19,17,2,89.5,True,False,real,7º ano
7°C,24,MAIO,20,17,3,85.0,True,False,real,7º ano
7°C,24,JUNHO,20,15,5,75.0,True,False,real,7º ano
7°C,24,JULHO,7,5,2,71.4,True,True,real,7º ano
7°C,24,AGOSTO,19,16,3,84.2,True,False,real,7º ano
7°C,26,MAIO,20,19,1,95.0,True,False,real,7º ano
7°C,26,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°C,26,JULHO,7,6,1,85.7,True,False,real,7º ano
7°C,26,AGOSTO,19,17,2,89.5,True,False,real,7º ano
7°C,27,MAIO,20,19,1,95.0,True,False,real,7º ano
7°C,27,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°C,27,JULHO,7,7,0,100.0,True,False,real,7º ano
7°C,27,AGOSTO,19,18,1,94.7,True,False,real,7º ano
7°C,28,JULHO,4,3,1,75.0,True,False,real,7º ano
7°C,28,AGOSTO,19,13,6,68.4,True,True,real,7º ano
7°D,2,MAIO,20,19,1,95.0,True,False,real,7º ano
7°D,2,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°D,2,JULHO,7,7,0,100.0,True,False,real,7º ano
7°D,2,AGOSTO,22,21,1,95.5,True,False,real,7º ano
7°D,3,MAIO,20,19,1,95.0,True,False,real,7º ano
7°D,3,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°D,3,JULHO,7,4,3,57.1,True,True,real,7º ano
7°D,3,AGOSTO,22,18,4,81.8,True,False,real,7º ano
7°D,4,MAIO,20,16,4,80.0,True,False,real,7º ano
7°D,4,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°D,4,JULHO,7,7,0,100.0,True,False,real,7º ano
7°D,4,AGOSTO,22,22,0,100.0,True,False,real,7º ano
7°D,5,MAIO,20,16,4,80.0,True,False,real,7º ano
7°D,5,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°D,5,JULHO,7,6,1,85.7,True,False,real,7º ano
7°D,5,AGOSTO,22,16,6,72.7,True,True,real,7º ano
7°D,6,MAIO,20,13,7,65.0,True,True,real,7º ano
7°D,6,JUNHO,20,12,8,60.0,True,True,real,7º ano
7°D,6,JULHO,7,7,0,100.0,True,False,real,7º ano
7°D,6,AGOSTO,22,15,7,68.2,True,True,real,7º ano
7°D,7,MAIO,20,19,1,95.0,True,False,real,7º ano
7°D,7,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°D,7,JULHO,7,6,1,85.7,True,False,real,7º ano
7°D,7,AGOSTO,22,19,3,86.4,True,False,real,7º ano
7°D,11,MAIO,20,20,0,100.0,True,False,real,7º ano
7°D,11,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°D,11,JULHO,7,6,1,85.7,True,False,real,7º ano
7°D,11,AGOSTO,22,21,1,95.5,True,False,real,7º ano
7°D,12,MAIO,20,13,7,65.0,True,True,real,7º ano
7°D,12,JUNHO,20,15,5,75.0,True,False,real,7º ano
7°D,12,JULHO,7,4,3,57.1,True,True,real,7º ano
7°D,12,AGOSTO,22,19,3,86.4,True,False,real,7º ano
7°D,14,MAIO,20,13,7,65.0,True,True,real,7º ano
7°D,14,JUNHO,20,12,8,60.0,True,True,real,7º ano
7°D,14,JULHO,7,4,3,57.1,True,True,real,7º ano
7°D,14,AGOSTO,22,3,19,13.6,True,True,real,7º ano
7°D,15,MAIO,20,17,3,85.0,True,False,real,7º ano
7°D,15,JUNHO,20,14,6,70.0,True,True,real,7º ano
7°D,15,JULHO,7,4,3,57.1,True,True,real,7º ano
7°D,15,AGOSTO,22,18,4,81.8,True,False,real,7º ano
7°D,16,MAIO,20,20,0,100.0,True,False,real,7º ano
7°D,16,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°D,16,JULHO,7,6,1,85.7,True,False,real,7º ano
7°D,16,AGOSTO,22,22,0,100.0,True,False,real,7º ano
7°D,17,MAIO,20,16,4,80.0,True,False,real,7º ano
7°D,17,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°D,17,JULHO,7,6,1,85.7,True,False,real,7º ano
7°D,17,AGOSTO,22,20,2,90.9,True,False,real,7º ano
7°D,18,MAIO,20,19,1,95.0,True,False,real,7º ano
7°D,18,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°D,18,JULHO,7,5,2,71.4,True,True,real,7º ano
7°D,18,AGOSTO,22,22,0,100.0,True,False,real,7º ano
7°D,19,MAIO,20,19,1,95.0,True,False,real,7º ano
7°D,19,JUNHO,20,15,5,75.0,True,False,real,7º ano
7°D,19,JULHO,7,5,2,71.4,True,True,real,7º ano
7°D,19,AGOSTO,22,20,2,90.9,True,False,real,7º ano
7°D,20,MAIO,20,19,1,95.0,True,False,real,7º ano
7°D,20,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°D,20,JULHO,7,7,0,100.0,True,False,real,7º ano
7°D,20,AGOSTO,22,20,2,90.9,True,False,real,7º ano
7°D,21,MAIO,20,18,2,90.0,True,False,real,7º ano
7°D,21,JUNHO,20,16,4,80.0,True,False,real,7º ano
7°D,21,JULHO,7,6,1,85.7,True,False,real,7º ano
7°D,21,AGOSTO,22,22,0,100.0,True,False,real,7º ano
7°D,22,MAIO,20,20,0,100.0,True,False,real,7º ano
7°D,22,JUNHO,20,17,3,85.0,True,False,real,7º ano
7°D,22,JULHO,7,7,0,100.0,True,False,real,7º ano
7°D,22,AGOSTO,22,21,1,95.5,True,False,real,7º ano
7°D,23,MAIO,20,17,3,85.0,True,False,real,7º ano
7°D,23,JUNHO,20,19,1,95.0,True,False,real,7º ano
7°D,23,JULHO,7,5,2,71.4,True,True,real,7º ano
7°D,23,AGOSTO,22,20,2,90.9,True,False,real,7º ano
7°D,24,MAIO,20,16,4,80.0,True,False,real,7º ano
7°D,24,JUNHO,20,18,2,90.0,True,False,real,7º ano
7°D,24,JULHO,7,7,0,100.0,True,False,real,7º ano
7°D,24,AGOSTO,22,21,1,95.5,True,False,real,7º ano
7°D,25,MAIO,20,19,1,95.0,True,False,real,7º ano
7°D,25,JUNHO,20,0,20,0.0,True,True,real,7º ano
7°D,25,JULHO,7,4,3,57.1,True,True,real,7º ano
7°D,25,AGOSTO,22,20,2,90.9,True,False,real,7º ano
7°D,26,MAIO,20,13,7,65.0,True,True,real,7º ano
7°D,26,JUNHO,20,12,8,60.0,True,True,real,7º ano
7°D,26,JULHO,7,5,2,71.4,True,True,real,7º ano
7°D,26,AGOSTO,22,17,5,77.3,True,False,real,7º ano
7°D,27,MAIO,20,19,1,95.0,True,False,real,7º ano
7°D,27,JUNHO,20,15,5,75.0,True,False,real,7º ano
7°D,27,JULHO,7,6,1,85.7,True,False,real,7º ano
7°D,27,AGOSTO,22,19,3,86.4,True,False,real,7º ano
8°A,2,MAIO,20,19,1,95.0,True,False,real,8º ano
8°A,2,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°A,2,JULHO,5,2,3,40.0,True,True,real,8º ano
8°A,2,AGOSTO,14,12,2,85.7,True,False,real,8º ano
8°A,3,MAIO,20,16,4,80.0,True,False,real,8º ano
8°A,3,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°A,3,JULHO,5,5,0,100.0,True,False,real,8º ano
8°A,3,AGOSTO,14,10,4,71.4,True,True,real,8º ano
8°A,4,MAIO,20,20,0,100.0,True,False,real,8º ano
8°A,4,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°A,4,JULHO,5,4,1,80.0,True,False,real,8º ano
8°A,4,AGOSTO,14,13,1,92.9,True,False,real,8º ano
8°A,5,MAIO,20,17,3,85.0,True,False,real,8º ano
8°A,5,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°A,5,JULHO,5,5,0,100.0,True,False,real,8º ano
8°A,5,AGOSTO,14,13,1,92.9,True,False,real,8º ano
8°A,6,MAIO,20,13,7,65.0,True,True,real,8º ano
8°A,6,JUNHO,20,2,18,10.0,True,True,real,8º ano
8°A,6,JULHO,5,2,3,40.0,True,True,real,8º ano
8°A,6,AGOSTO,14,8,6,57.1,True,True,real,8º ano
8°A,7,MAIO,20,15,5,75.0,True,False,real,8º ano
8°A,7,JUNHO,20,11,9,55.0,True,True,real,8º ano
8°A,7,JULHO,5,3,2,60.0,True,True,real,8º ano
8°A,7,AGOSTO,14,7,7,50.0,True,True,real,8º ano
8°A,8,MAIO,20,18,2,90.0,True,False,real,8º ano
8°A,8,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°A,8,JULHO,5,4,1,80.0,True,False,real,8º ano
8°A,8,AGOSTO,14,14,0,100.0,True,False,real,8º ano
8°A,9,MAIO,20,15,5,75.0,True,False,real,8º ano
8°A,9,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°A,9,JULHO,5,2,3,40.0,True,True,real,8º ano
8°A,9,AGOSTO,14,10,4,71.4,True,True,real,8º ano
8°A,10,MAIO,20,20,0,100.0,True,False,real,8º ano
8°A,10,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°A,10,JULHO,5,2,3,40.0,True,True,real,8º ano
8°A,10,AGOSTO,14,11,3,78.6,True,False,real,8º ano
8°A,11,MAIO,20,16,4,80.0,True,False,real,8º ano
8°A,11,JUNHO,20,14,6,70.0,True,True,real,8º ano
8°A,11,JULHO,5,2,3,40.0,True,True,real,8º ano
8°A,11,AGOSTO,14,12,2,85.7,True,False,real,8º ano
8°A,12,MAIO,20,19,1,95.0,True,False,real,8º ano
8°A,12,JUNHO,20,18,2,90.0,True,False,real,8º ano
8°A,12,JULHO,5,5,0,100.0,True,False,real,8º ano
8°A,12,AGOSTO,14,14,0,100.0,True,False,real,8º ano
8°A,13,MAIO,20,16,4,80.0,True,False,real,8º ano
8°A,13,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°A,13,JULHO,5,3,2,60.0,True,True,real,8º ano
8°A,13,AGOSTO,14,11,3,78.6,True,False,real,8º ano
8°A,15,MAIO,20,16,4,80.0,True,False,real,8º ano
8°A,15,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°A,15,JULHO,5,5,0,100.0,True,False,real,8º ano
8°A,15,AGOSTO,14,12,2,85.7,True,False,real,8º ano
8°A,16,MAIO,20,19,1,95.0,True,False,real,8º ano
8°A,16,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°A,16,JULHO,5,5,0,100.0,True,False,real,8º ano
8°A,16,AGOSTO,14,13,1,92.9,True,False,real,8º ano
8°A,17,MAIO,20,15,5,75.0,True,False,real,8º ano
8°A,17,JUNHO,20,13,7,65.0,True,True,real,8º ano
8°A,17,JULHO,5,2,3,40.0,True,True,real,8º ano
8°A,17,AGOSTO,14,10,4,71.4,True,True,real,8º ano
